Date/Clock time,45695.4,,,,,,,,
Tester,"Arik, Cameron",,,,,,,,
Specimen designation,316H-elg_320MPa_550C_02,,,,,,,,
Diameter,6.0475,mm,,,,,,,
Material,316H-elg,,,,,,,,
Load cell,100kN,,,,,,,,
Extensometer,Epsilon 3549 SN102121 GL25mm,,,,,,,,
"Gage length, standard travel",25,mm,,,,,,,
Test standard,ASTM E136,,,,,,,,
Machine data,ZwickRoell Kappa100 SS-CF,,,,,,,,
Time,Test time,Standard travel,Standard force,Temperature,Temperature 3,,,,
h,h,%,MPa,°C,°C,,,,
199.239,195.423,9.56127,319.998,549.894,549.786,,,,
199.322,195.506,9.55474,320,549.77,549.815,,,,
199.405,195.589,9.56489,319.998,549.879,549.917,,,,
199.489,195.673,9.56139,319.995,549.909,549.9,,,,
199.572,195.756,9.55879,319.999,549.912,549.809,,,,
199.655,195.839,9.56055,320,549.85,549.873,,,,
199.739,195.923,9.56103,320,549.875,549.904,,,,
199.822,196.006,9.56119,320.001,549.865,549.861,,,,
199.905,196.089,9.5597,320,549.94,549.834,,,,
199.989,196.173,9.5513,319.997,549.876,549.821,,,,
200.072,196.256,9.56406,320.009,549.872,549.907,,,,
200.155,196.339,9.55757,320.006,549.856,549.896,,,,
200.239,196.423,9.55878,320,549.936,549.847,,,,
200.322,196.506,9.55532,320.003,549.789,549.806,,,,
200.405,196.589,9.56487,319.997,549.923,549.961,,,,
200.489,196.673,9.56059,320.005,549.861,549.909,,,,
200.572,196.756,9.56057,320.008,549.938,549.811,,,,
200.655,196.839,9.56157,319.998,549.874,549.857,,,,
200.739,196.923,9.56431,319.998,549.87,549.916,,,,
200.822,197.006,9.55517,320.012,549.98,550.024,,,,
200.905,197.089,9.55772,319.994,550.06,549.983,,,,
200.989,197.173,9.55735,320.001,550.033,549.932,,,,
201.072,197.256,9.56114,320,549.992,550.01,,,,
201.155,197.339,9.56033,320.006,550.042,550.081,,,,
201.239,197.423,9.55789,320.004,549.918,549.989,,,,
201.322,197.506,9.55941,320.001,549.916,549.814,,,,
201.405,197.589,9.555,320.008,549.842,549.769,,,,
201.489,197.673,9.56276,320,549.829,549.893,,,,
201.572,197.756,9.571,320.008,549.809,549.838,,,,
201.655,197.839,9.55824,320.007,549.942,549.856,,,,
201.739,197.923,9.55445,319.995,549.951,549.837,,,,
201.822,198.006,9.5637,320.006,549.851,549.92,,,,
201.905,198.089,9.56087,319.997,549.904,549.957,,,,
201.989,198.173,9.56311,320.005,549.938,549.934,,,,
202.072,198.256,9.55528,319.999,549.937,549.85,,,,
202.155,198.339,9.56029,319.996,549.853,549.869,,,,
202.239,198.423,9.55837,320.008,549.84,549.902,,,,
202.322,198.506,9.56634,320,549.819,549.896,,,,
202.405,198.589,9.56043,320,549.971,549.911,,,,
202.489,198.673,9.55835,320.005,549.943,549.846,,,,
202.572,198.756,9.56263,320.001,549.815,549.883,,,,
202.655,198.839,9.56633,320.005,549.957,549.98,,,,
202.739,198.923,9.55753,320.003,550.002,550.036,,,,
202.822,199.006,9.55739,320.005,550.008,549.934,,,,
202.905,199.089,9.5639,320.001,549.993,549.956,,,,
202.989,199.173,9.55874,320.006,550.027,550.041,,,,
203.072,199.256,9.56278,320.007,549.954,550.036,,,,
203.155,199.339,9.5604,320.01,550.012,549.922,,,,
203.239,199.423,9.56523,319.999,549.859,549.936,,,,
203.322,199.506,9.56561,320.004,549.984,550.055,,,,
203.405,199.589,9.55753,320.005,549.979,550.044,,,,
203.489,199.673,9.55605,320.001,549.908,549.834,,,,
203.572,199.756,9.55841,320.001,549.832,549.765,,,,
203.655,199.839,9.55942,320.008,549.74,549.828,,,,
203.739,199.923,9.55586,320.004,549.763,549.855,,,,
203.822,200.006,9.5601,320.003,549.864,549.804,,,,
203.905,200.089,9.55412,320.003,549.86,549.821,,,,
203.989,200.173,9.56707,320.001,549.907,549.954,,,,
204.002,200.186,9.5573,319.997,549.875,549.952,,,,
204.002,200.186,9.55626,319.636,549.882,549.952,,,,
204.002,200.186,9.55587,319.241,549.882,549.952,,,,
204.002,200.186,9.55551,318.854,549.882,549.952,,,,
204.002,200.186,9.55527,318.503,549.882,549.952,,,,
204.002,200.186,9.55498,318.145,549.882,549.952,,,,
204.002,200.186,9.55459,317.788,549.882,549.952,,,,
204.002,200.186,9.55427,317.434,549.882,549.952,,,,
204.002,200.186,9.55403,317.081,549.882,549.954,,,,
204.002,200.186,9.55378,316.729,549.882,549.954,,,,
204.002,200.186,9.55349,316.369,549.882,549.954,,,,
204.002,200.186,9.55313,316.014,549.882,549.954,,,,
204.002,200.186,9.55293,315.659,549.882,549.954,,,,
204.002,200.186,9.55268,315.303,549.879,549.954,,,,
204.002,200.186,9.55253,314.954,549.879,549.954,,,,
204.002,200.186,9.55247,314.549,549.879,549.954,,,,
204.002,200.186,9.55238,314.199,549.879,549.954,,,,
204.002,200.186,9.55221,313.841,549.879,549.954,,,,
204.002,200.186,9.5521,313.485,549.879,549.954,,,,
204.002,200.186,9.55195,313.133,549.879,549.954,,,,
204.002,200.186,9.5519,312.782,549.879,549.954,,,,
204.002,200.186,9.55194,312.429,549.879,549.954,,,,
204.002,200.186,9.55197,312.029,549.879,549.954,,,,
204.002,200.186,9.55189,311.623,549.879,549.954,,,,
204.002,200.186,9.55175,311.267,549.879,549.963,,,,
204.002,200.186,9.55161,310.903,549.879,549.963,,,,
204.002,200.186,9.55149,310.552,549.879,549.963,,,,
204.002,200.186,9.55141,310.193,549.879,549.963,,,,
204.002,200.186,9.55128,309.827,549.879,549.963,,,,
204.002,200.186,9.5511,309.458,549.871,549.963,,,,
204.002,200.186,9.55092,309.086,549.871,549.963,,,,
204.002,200.186,9.55074,308.722,549.871,549.963,,,,
204.002,200.186,9.55048,308.358,549.871,549.963,,,,
204.002,200.186,9.55012,307.985,549.871,549.963,,,,
204.002,200.186,9.54981,307.616,549.871,549.963,,,,
204.002,200.186,9.54959,307.251,549.871,549.963,,,,
204.002,200.186,9.54928,306.887,549.871,549.963,,,,
204.003,200.186,9.54901,306.515,549.871,549.963,,,,
204.003,200.186,9.54884,306.148,549.871,549.963,,,,
204.003,200.186,9.54868,305.784,549.871,549.963,,,,
204.003,200.186,9.54837,305.417,549.871,549.951,,,,
204.003,200.186,9.54792,305.048,549.871,549.951,,,,
204.003,200.186,9.54755,304.685,549.871,549.951,,,,
204.003,200.186,9.54731,304.316,549.871,549.951,,,,
204.003,200.186,9.54699,303.944,549.871,549.951,,,,
204.003,200.187,9.54664,303.576,549.871,549.951,,,,
204.003,200.187,9.54636,303.208,549.884,549.951,,,,
204.003,200.187,9.54622,302.833,549.884,549.951,,,,
204.003,200.187,9.54602,302.458,549.884,549.951,,,,
204.003,200.187,9.54566,302.082,549.884,549.951,,,,
204.003,200.187,9.54533,301.7,549.884,549.951,,,,
204.003,200.187,9.54515,301.315,549.884,549.951,,,,
204.003,200.187,9.54499,300.921,549.884,549.951,,,,
204.003,200.187,9.54472,300.527,549.884,549.951,,,,
204.003,200.187,9.54449,300.134,549.884,549.951,,,,
204.003,200.187,9.54429,299.743,549.884,549.951,,,,
204.003,200.187,9.54407,299.344,549.884,549.951,,,,
204.003,200.187,9.5438,298.945,549.884,549.951,,,,
204.003,200.187,9.54355,298.542,549.884,549.951,,,,
204.003,200.187,9.54329,298.141,549.884,549.951,,,,
204.003,200.187,9.54308,297.747,549.884,549.951,,,,
204.003,200.187,9.54292,297.36,549.884,549.951,,,,
204.003,200.187,9.54269,296.959,549.876,549.951,,,,
204.003,200.187,9.54239,296.548,549.876,549.951,,,,
204.003,200.187,9.54218,296.142,549.876,549.951,,,,
204.003,200.187,9.54204,295.734,549.876,549.951,,,,
204.003,200.187,9.54183,295.331,549.876,549.951,,,,
204.003,200.187,9.54165,294.927,549.876,549.951,,,,
204.003,200.187,9.54153,294.52,549.876,549.951,,,,
204.003,200.187,9.5414,294.114,549.876,549.951,,,,
204.003,200.187,9.54125,293.718,549.876,549.951,,,,
204.003,200.187,9.54109,293.313,549.876,549.951,,,,
204.003,200.187,9.54089,292.914,549.876,549.951,,,,
204.003,200.187,9.54063,292.508,549.876,549.948,,,,
204.003,200.187,9.54032,292.112,549.876,549.948,,,,
204.003,200.187,9.54004,291.706,549.876,549.948,,,,
204.003,200.187,9.53982,291.295,549.876,549.948,,,,
204.003,200.187,9.5396,290.885,549.876,549.948,,,,
204.003,200.187,9.5394,290.477,549.876,549.948,,,,
204.003,200.187,9.53918,290.071,549.881,549.948,,,,
204.003,200.187,9.53902,289.669,549.881,549.948,,,,
204.003,200.187,9.53884,289.262,549.881,549.948,,,,
204.003,200.187,9.53859,288.851,549.881,549.948,,,,
204.003,200.187,9.53837,288.441,549.881,549.948,,,,
204.003,200.187,9.53815,288.028,549.881,549.948,,,,
204.003,200.187,9.5379,287.615,549.881,549.948,,,,
204.003,200.187,9.53759,287.202,549.881,549.948,,,,
204.003,200.187,9.53733,286.796,549.881,549.948,,,,
204.003,200.187,9.53705,286.394,549.881,549.948,,,,
204.003,200.187,9.53676,285.993,549.881,549.948,,,,
204.003,200.187,9.53648,285.579,549.881,549.957,,,,
204.003,200.187,9.53625,285.173,549.881,549.957,,,,
204.003,200.187,9.53599,284.77,549.881,549.957,,,,
204.003,200.187,9.53574,284.363,549.881,549.957,,,,
204.003,200.187,9.53545,283.962,549.881,549.957,,,,
204.003,200.187,9.5352,283.551,549.882,549.957,,,,
204.003,200.187,9.53492,283.139,549.882,549.957,,,,
204.004,200.187,9.53465,282.728,549.882,549.957,,,,
204.004,200.187,9.53439,282.317,549.882,549.957,,,,
204.004,200.187,9.53416,281.905,549.882,549.957,,,,
204.004,200.187,9.53394,281.49,549.882,549.957,,,,
204.004,200.187,9.53378,281.073,549.882,549.957,,,,
204.004,200.187,9.53366,280.655,549.882,549.957,,,,
204.004,200.187,9.53354,280.239,549.882,549.957,,,,
204.004,200.187,9.53338,279.821,549.882,549.957,,,,
204.004,200.188,9.53319,279.472,549.882,549.957,,,,
204.004,200.188,9.53303,279.115,549.882,549.957,,,,
204.004,200.188,9.53284,278.761,549.882,549.951,,,,
204.004,200.188,9.5326,278.41,549.882,549.951,,,,
204.004,200.188,9.53245,278.047,549.882,549.951,,,,
204.004,200.188,9.53227,277.692,549.882,549.951,,,,
204.004,200.188,9.5321,277.342,549.882,549.951,,,,
204.004,200.188,9.53202,276.988,549.882,549.951,,,,
204.004,200.188,9.53189,276.633,549.894,549.951,,,,
204.004,200.188,9.53175,276.273,549.894,549.951,,,,
204.004,200.188,9.5316,275.913,549.894,549.951,,,,
204.004,200.188,9.53145,275.558,549.894,549.951,,,,
204.004,200.188,9.53121,275.145,549.894,549.951,,,,
204.004,200.188,9.53102,274.733,549.894,549.951,,,,
204.004,200.188,9.53085,274.32,549.894,549.951,,,,
204.004,200.188,9.53062,273.971,549.894,549.951,,,,
204.004,200.188,9.53035,273.618,549.894,549.951,,,,
204.004,200.188,9.53008,273.267,549.894,549.951,,,,
204.004,200.188,9.52985,272.918,549.894,549.951,,,,
204.004,200.188,9.52965,272.563,549.894,549.951,,,,
204.004,200.188,9.52938,272.2,549.894,549.951,,,,
204.004,200.188,9.52905,271.847,549.894,549.947,,,,
204.004,200.188,9.52874,271.494,549.894,549.947,,,,
204.004,200.188,9.52838,271.138,549.894,549.947,,,,
204.004,200.188,9.52798,270.782,549.894,549.947,,,,
204.004,200.188,9.52763,270.43,549.894,549.947,,,,
204.004,200.188,9.52728,270.071,549.894,549.947,,,,
204.004,200.188,9.52694,269.706,549.887,549.947,,,,
204.004,200.188,9.52662,269.35,549.887,549.947,,,,
204.004,200.188,9.52633,268.995,549.887,549.947,,,,
204.004,200.188,9.52607,268.642,549.887,549.947,,,,
204.004,200.188,9.52579,268.289,549.887,549.947,,,,
204.004,200.188,9.52554,267.93,549.887,549.947,,,,
204.004,200.188,9.52524,267.57,549.887,549.947,,,,
204.004,200.188,9.52486,267.214,549.887,549.947,,,,
204.004,200.188,9.52455,266.861,549.887,549.947,,,,
204.004,200.188,9.52424,266.509,549.887,549.947,,,,
204.004,200.188,9.52388,266.159,549.887,549.947,,,,
204.004,200.188,9.52346,265.804,549.887,549.947,,,,
204.004,200.188,9.52301,265.449,549.887,549.947,,,,
204.004,200.188,9.52262,265.101,549.887,549.947,,,,
204.004,200.188,9.52229,264.686,549.887,549.952,,,,
204.004,200.188,9.52193,264.338,549.887,549.952,,,,
204.004,200.188,9.52158,263.986,549.887,549.952,,,,
204.004,200.188,9.52124,263.637,549.887,549.952,,,,
204.004,200.188,9.52085,263.224,549.887,549.952,,,,
204.004,200.188,9.52043,262.81,549.887,549.952,,,,
204.004,200.188,9.51993,262.395,549.889,549.952,,,,
204.004,200.188,9.51959,262.045,549.889,549.952,,,,
204.004,200.188,9.51909,261.627,549.889,549.952,,,,
204.004,200.188,9.51868,261.276,549.889,549.952,,,,
204.004,200.188,9.51829,260.92,549.889,549.952,,,,
204.004,200.188,9.51793,260.569,549.889,549.952,,,,
204.004,200.188,9.51758,260.22,549.889,549.952,,,,
204.004,200.188,9.51706,259.802,549.889,549.952,,,,
204.004,200.188,9.51669,259.453,549.889,549.952,,,,
204.004,200.188,9.51637,259.102,549.889,549.952,,,,
204.004,200.188,9.51604,258.751,549.889,549.952,,,,
204.004,200.188,9.51575,258.399,549.889,549.952,,,,
204.004,200.188,9.51545,258.05,549.889,549.952,,,,
204.005,200.188,9.51515,257.634,549.889,549.952,,,,
204.005,200.188,9.51482,257.216,549.889,549.965,,,,
204.005,200.188,9.51469,256.862,549.889,549.965,,,,
204.005,200.188,9.5144,256.446,549.889,549.965,,,,
204.005,200.188,9.51404,256.033,549.889,549.965,,,,
204.005,200.188,9.51383,255.615,549.889,549.965,,,,
204.005,200.188,9.5135,255.266,549.889,549.965,,,,
204.005,200.188,9.51315,254.916,549.89,549.965,,,,
204.005,200.188,9.51279,254.503,549.89,549.965,,,,
204.005,200.189,9.5124,254.099,549.89,549.965,,,,
204.005,200.189,9.51206,253.749,549.89,549.965,,,,
204.005,200.189,9.51157,253.336,549.89,549.965,,,,
204.005,200.189,9.51104,252.932,549.89,549.965,,,,
204.005,200.189,9.51061,252.532,549.89,549.965,,,,
204.005,200.189,9.5103,252.132,549.89,549.965,,,,
204.005,200.189,9.50987,251.722,549.89,549.965,,,,
204.005,200.189,9.50935,251.308,549.89,549.965,,,,
204.005,200.189,9.50896,250.896,549.89,549.965,,,,
204.005,200.189,9.50861,250.543,549.89,549.977,,,,
204.005,200.189,9.50819,250.193,549.89,549.977,,,,
204.005,200.189,9.50774,249.778,549.89,549.977,,,,
204.005,200.189,9.50746,249.369,549.89,549.977,,,,
204.005,200.189,9.50706,248.959,549.89,549.977,,,,
204.005,200.189,9.50657,248.546,549.89,549.977,,,,
204.005,200.189,9.50624,248.198,549.894,549.977,,,,
204.005,200.189,9.50589,247.849,549.894,549.977,,,,
204.005,200.189,9.50528,247.434,549.894,549.977,,,,
204.005,200.189,9.50478,247.025,549.894,549.977,,,,
204.005,200.189,9.50445,246.614,549.894,549.977,,,,
204.005,200.189,9.50406,246.204,549.894,549.977,,,,
204.005,200.189,9.50359,245.795,549.894,549.977,,,,
204.005,200.189,9.50324,245.378,549.894,549.977,,,,
204.005,200.189,9.50292,244.966,549.894,549.977,,,,
204.005,200.189,9.50244,244.568,549.894,549.977,,,,
204.005,200.189,9.502,244.155,549.894,549.977,,,,
204.005,200.189,9.5017,243.745,549.894,549.964,,,,
204.005,200.189,9.50135,243.347,549.894,549.964,,,,
204.005,200.189,9.50077,242.943,549.894,549.964,,,,
204.005,200.189,9.50021,242.532,549.894,549.964,,,,
204.005,200.189,9.49982,242.123,549.894,549.964,,,,
204.005,200.189,9.49958,241.72,549.894,549.964,,,,
204.005,200.189,9.49922,241.315,549.898,549.964,,,,
204.005,200.189,9.49881,240.912,549.898,549.964,,,,
204.005,200.189,9.49847,240.497,549.898,549.964,,,,
204.005,200.189,9.49822,240.082,549.898,549.964,,,,
204.005,200.189,9.49787,239.667,549.898,549.964,,,,
204.005,200.189,9.49747,239.257,549.898,549.964,,,,
204.005,200.189,9.49727,238.851,549.898,549.964,,,,
204.005,200.189,9.49705,238.437,549.898,549.964,,,,
204.005,200.189,9.4968,238.027,549.898,549.964,,,,
204.005,200.189,9.49648,237.612,549.898,549.964,,,,
204.005,200.189,9.49639,237.261,549.898,549.964,,,,
204.005,200.189,9.49613,236.845,549.898,549.978,,,,
204.005,200.189,9.49607,236.432,549.898,549.978,,,,
204.005,200.189,9.49595,236.017,549.898,549.978,,,,
204.005,200.189,9.4957,235.607,549.898,549.978,,,,
204.005,200.189,9.49547,235.199,549.898,549.978,,,,
204.005,200.189,9.49544,234.789,549.898,549.978,,,,
204.005,200.189,9.49528,234.38,549.902,549.978,,,,
204.005,200.189,9.49504,233.982,549.902,549.978,,,,
204.005,200.189,9.49487,233.583,549.902,549.978,,,,
204.005,200.189,9.49483,233.181,549.902,549.978,,,,
204.006,200.189,9.49468,232.781,549.902,549.978,,,,
204.006,200.189,9.49435,232.38,549.902,549.978,,,,
204.006,200.189,9.4941,231.974,549.902,549.978,,,,
204.006,200.189,9.49399,231.562,549.902,549.978,,,,
204.006,200.189,9.49387,231.161,549.902,549.978,,,,
204.006,200.189,9.49356,230.753,549.902,549.978,,,,
204.006,200.189,9.49338,230.35,549.902,549.978,,,,
204.006,200.189,9.49328,229.946,549.902,549.974,,,,
204.006,200.19,9.49315,229.541,549.902,549.974,,,,
204.006,200.19,9.49291,229.129,549.902,549.974,,,,
204.006,200.19,9.49275,228.714,549.902,549.974,,,,
204.006,200.19,9.49273,228.299,549.902,549.974,,,,
204.006,200.19,9.49254,227.883,549.901,549.974,,,,
204.006,200.19,9.49238,227.534,549.901,549.974,,,,
204.006,200.19,9.4921,227.119,549.901,549.974,,,,
204.006,200.19,9.4918,226.712,549.901,549.974,,,,
204.006,200.19,9.49163,226.299,549.901,549.974,,,,
204.006,200.19,9.49142,225.89,549.901,549.974,,,,
204.006,200.19,9.4911,225.484,549.901,549.974,,,,
204.006,200.19,9.49079,225.076,549.901,549.974,,,,
204.006,200.19,9.49065,224.665,549.901,549.974,,,,
204.006,200.19,9.49049,224.26,549.901,549.974,,,,
204.006,200.19,9.49018,223.856,549.901,549.974,,,,
204.006,200.19,9.48992,223.447,549.901,549.971,,,,
204.006,200.19,9.48981,223.047,549.901,549.971,,,,
204.006,200.19,9.48964,222.647,549.901,549.971,,,,
204.006,200.19,9.48939,222.25,549.901,549.971,,,,
204.006,200.19,9.48919,221.842,549.901,549.971,,,,
204.006,200.19,9.48906,221.437,549.901,549.971,,,,
204.006,200.19,9.48882,221.029,549.899,549.971,,,,
204.006,200.19,9.48842,220.62,549.899,549.971,,,,
204.006,200.19,9.4881,220.206,549.899,549.971,,,,
204.006,200.19,9.48801,219.79,549.899,549.971,,,,
204.006,200.19,9.48791,219.379,549.899,549.971,,,,
204.006,200.19,9.48762,218.965,549.899,549.971,,,,
204.006,200.19,9.4873,218.559,549.899,549.971,,,,
204.006,200.19,9.48716,218.154,549.899,549.971,,,,
204.006,200.19,9.48705,217.745,549.899,549.971,,,,
204.006,200.19,9.48683,217.334,549.899,549.971,,,,
204.006,200.19,9.48663,216.928,549.899,549.971,,,,
204.006,200.19,9.48645,216.526,549.899,549.973,,,,
204.006,200.19,9.48616,216.11,549.899,549.973,,,,
204.006,200.19,9.48591,215.762,549.899,549.973,,,,
204.006,200.19,9.48561,215.357,549.899,549.973,,,,
204.006,200.19,9.48532,214.953,549.899,549.973,,,,
204.006,200.19,9.4851,214.545,549.894,549.973,,,,
204.006,200.19,9.48479,214.135,549.894,549.973,,,,
204.006,200.19,9.48449,213.721,549.894,549.973,,,,
204.006,200.19,9.48423,213.313,549.894,549.973,,,,
204.006,200.19,9.48402,212.914,549.894,549.973,,,,
204.006,200.19,9.48387,212.512,549.894,549.973,,,,
204.006,200.19,9.48368,212.107,549.894,549.973,,,,
204.006,200.19,9.48341,211.699,549.894,549.973,,,,
204.006,200.19,9.48323,211.293,549.894,549.973,,,,
204.006,200.19,9.48306,210.888,549.894,549.973,,,,
204.006,200.19,9.48283,210.471,549.894,549.973,,,,
204.006,200.19,9.48257,210.058,549.894,549.965,,,,
204.006,200.19,9.4824,209.643,549.894,549.965,,,,
204.006,200.19,9.48233,209.234,549.894,549.965,,,,
204.006,200.19,9.48213,208.823,549.894,549.965,,,,
204.007,200.19,9.48185,208.409,549.894,549.965,,,,
204.007,200.19,9.48166,207.994,549.894,549.965,,,,
204.007,200.19,9.48148,207.592,549.905,549.965,,,,
204.007,200.19,9.48111,207.187,549.905,549.965,,,,
204.007,200.19,9.48069,206.78,549.905,549.965,,,,
204.007,200.19,9.48038,206.37,549.905,549.965,,,,
204.007,200.19,9.48022,205.961,549.905,549.965,,,,
204.007,200.19,9.47997,205.552,549.905,549.965,,,,
204.007,200.191,9.4797,205.151,549.905,549.965,,,,
204.007,200.191,9.47959,204.743,549.905,549.965,,,,
204.007,200.191,9.47955,204.336,549.905,549.965,,,,
204.007,200.191,9.47939,203.934,549.905,549.965,,,,
204.007,200.191,9.47913,203.531,549.905,549.965,,,,
204.007,200.191,9.47898,203.121,549.905,549.975,,,,
204.007,200.191,9.47896,202.724,549.905,549.975,,,,
204.007,200.191,9.47881,202.325,549.905,549.975,,,,
204.007,200.191,9.47856,201.917,549.905,549.975,,,,
204.007,200.191,9.47849,201.515,549.905,549.975,,,,
204.007,200.191,9.47849,201.115,549.895,549.975,,,,
204.007,200.191,9.4783,200.701,549.895,549.975,,,,
204.007,200.191,9.47795,200.283,549.895,549.975,,,,
204.007,200.191,9.47768,199.875,549.895,549.975,,,,
204.007,200.191,9.47748,199.462,549.895,549.975,,,,
204.007,200.191,9.47713,199.047,549.895,549.975,,,,
204.007,200.191,9.47665,198.639,549.895,549.975,,,,
204.007,200.191,9.47634,198.227,549.895,549.975,,,,
204.007,200.191,9.47616,197.813,549.895,549.975,,,,
204.007,200.191,9.47577,197.401,549.895,549.975,,,,
204.007,200.191,9.47528,197,549.895,549.975,,,,
204.007,200.191,9.47492,196.599,549.895,549.978,,,,
204.007,200.191,9.47466,196.197,549.895,549.978,,,,
204.007,200.191,9.47417,195.784,549.895,549.978,,,,
204.007,200.191,9.47365,195.376,549.895,549.978,,,,
204.007,200.191,9.47334,194.967,549.895,549.978,,,,
204.007,200.191,9.4731,194.56,549.895,549.978,,,,
204.007,200.191,9.47265,194.156,549.901,549.978,,,,
204.007,200.191,9.47212,193.756,549.901,549.978,,,,
204.007,200.191,9.47175,193.353,549.901,549.978,,,,
204.007,200.191,9.47154,192.955,549.901,549.978,,,,
